============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.17-s066_1
  Generated on:           May 23 2023  12:39:44 am
  Module:                 model_baseline
  Technology libraries:   scadv10_cln65gp_lvt_ff_1p1v_m40c 1.0
                          physical_cells 
  Operating conditions:   scadv10_cln65gp_lvt_ff_1p1v_m40c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                      Instance                                            Module                        Cell Count   Cell Area   Net Area    Total Area 
    N1[14].N2[46].TR                                tmr_TRIPLICATE1h1_7095                                       2      13.200       1.067       14.267 
    N1[14].N2[45].TR                                tmr_TRIPLICATE1h1_7094                                       2      13.200       1.067       14.267 
    N1[14].N2[44].TR                                tmr_TRIPLICATE1h1_7093                                       2      13.200       1.067       14.267 
    N1[14].N2[43].TR                                tmr_TRIPLICATE1h0_4206                                       2      13.200       1.067       14.267 
    N1[14].N2[42].TR                                tmr_TRIPLICATE1h1_7092                                       2      13.200       1.067       14.267 
    N1[14].N2[41].TR                                tmr_TRIPLICATE1h1_7091                                       2      13.200       1.067       14.267 
    N1[14].N2[40].TR                                tmr_TRIPLICATE1h1_7090                                       2      13.200       1.067       14.267 
    N1[14].N2[39].TR                                tmr_TRIPLICATE1h0_4205                                       2      13.200       1.067       14.267 
    N1[14].N2[38].TR                                tmr_TRIPLICATE1h1_7089                                       2      13.200       1.067       14.267 
    N1[14].N2[37].TR                                tmr_TRIPLICATE1h1_7088                                       2      13.200       1.067       14.267 
    N1[14].N2[36].TR                                tmr_TRIPLICATE1h1_7087                                       2      13.200       1.067       14.267 
    N1[14].N2[35].TR                                tmr_TRIPLICATE1h0_4204                                       2      13.200       1.067       14.267 
    N1[14].N2[34].TR                                tmr_TRIPLICATE1h1_7086                                       2      13.200       1.067       14.267 
    N1[14].N2[33].TR                                tmr_TRIPLICATE1h0_4203                                       2      13.200       1.067       14.267 
    N1[14].N2[32].TR                                tmr_TRIPLICATE1h0_4202                                       2      13.200       1.067       14.267 
    N1[14].N2[31].TR                                tmr_TRIPLICATE1h0_4201                                       2      13.200       1.067       14.267 
    N1[14].N2[30].TR                                tmr_TRIPLICATE1h1_7085                                       2      13.200       1.067       14.267 
    N1[14].N2[29].TR                                tmr_TRIPLICATE1h0_4200                                       2      13.200       1.067       14.267 
    N1[14].N2[28].TR                                tmr_TRIPLICATE1h0_4199                                       2      13.200       1.067       14.267 
    N1[14].N2[27].TR                                tmr_TRIPLICATE1h1_7084                                       2      13.200       1.067       14.267 
    N1[14].N2[26].TR                                tmr_TRIPLICATE1h1_7083                                       2      13.200       1.067       14.267 
    N1[14].N2[25].TR                                tmr_TRIPLICATE1h1_7082                                       2      13.200       1.067       14.267 
    N1[14].N2[24].TR                                tmr_TRIPLICATE1h1_7081                                       2      13.200       1.067       14.267 
    N1[14].N2[23].TR                                tmr_TRIPLICATE1h0_4198                                       2      13.200       1.067       14.267 
    N1[14].N2[22].TR                                tmr_TRIPLICATE1h1_7080                                       2      13.200       1.067       14.267 
    N1[14].N2[21].TR                                tmr_TRIPLICATE1h1_7079                                       2      13.200       1.067       14.267 
    N1[14].N2[20].TR                                tmr_TRIPLICATE1h0_4197                                       2      13.200       1.067       14.267 
    N1[14].N2[19].TR                                tmr_TRIPLICATE1h0_4196                                       2      13.200       1.067       14.267 
    N1[14].N2[18].TR                                tmr_TRIPLICATE1h0_4195                                       2      13.200       1.067       14.267 
    N1[14].N2[17].TR                                tmr_TRIPLICATE1h1_7078                                       2      13.200       1.067       14.267 
    N1[14].N2[16].TR                                tmr_TRIPLICATE1h1_7077                                       2      13.200       1.067       14.267 
    N1[14].N2[15].TR                                tmr_TRIPLICATE1h1_7076                                       2      13.200       1.067       14.267 
    N1[14].N2[14].TR                                tmr_TRIPLICATE1h0_4194                                       2      13.200       1.067       14.267 
    N1[14].N2[13].TR                                tmr_TRIPLICATE1h0_4193                                       2      13.200       1.067       14.267 
    N1[14].N2[12].TR                                tmr_TRIPLICATE1h0_4192                                       2      13.200       1.067       14.267 
    N1[14].N2[11].TR                                tmr_TRIPLICATE1h1_7075                                       2      13.200       1.067       14.267 
    N1[14].N2[10].TR                                tmr_TRIPLICATE1h0_4191                                       2      13.200       1.067       14.267 
    N1[14].N2[9].TR                                 tmr_TRIPLICATE1h1_7074                                       2      13.200       1.067       14.267 
    N1[14].N2[8].TR                                 tmr_TRIPLICATE1h1_7073                                       2      13.200       1.067       14.267 
    N1[14].N2[7].TR                                 tmr_TRIPLICATE1h1_7072                                       2      13.200       1.067       14.267 
    N1[14].N2[6].TR                                 tmr_TRIPLICATE1h1_7071                                       2      13.200       1.067       14.267 
    N1[14].N2[5].TR                                 tmr_TRIPLICATE1h1_7070                                       2      13.200       1.067       14.267 
    N1[14].N2[4].TR                                 tmr_TRIPLICATE1h1_7069                                       2      13.200       1.067       14.267 
    N1[14].N2[3].TR                                 tmr_TRIPLICATE1h1_7068                                       2      13.200       1.067       14.267 
    N1[14].N2[2].TR                                 tmr_TRIPLICATE1h1_7067                                       2      13.200       1.067       14.267 
    N1[14].N2[1].TR                                 tmr_TRIPLICATE1h0_4190                                       2      13.200       1.067       14.267 
    N1[14].N2[0].TR                                 tmr_TRIPLICATE1h0_4189                                       2      13.200       1.067       14.267 
    N1[13].N2[803].TR                               tmr_TRIPLICATE1h1_7066                                       2      13.200       1.067       14.267 
    N1[13].N2[802].TR                               tmr_TRIPLICATE1h0_4188                                       2      13.200       1.067       14.267 
    N1[13].N2[801].TR                               tmr_TRIPLICATE1h1_7065                                       2      13.200       1.067       14.267 
    N1[13].N2[800].TR                               tmr_TRIPLICATE1h1_7064                                       2      13.200       1.067       14.267 
    N1[12].N2[236].TR                               tmr_TRIPLICATE1h1_6201                                       4      16.800       3.722       20.522 
    N1[12].N2[235].TR                               tmr_TRIPLICATE1h0_3682                                       2      13.200       1.067       14.267 
    N1[12].N2[234].TR                               tmr_TRIPLICATE1h0_3681                                       2      13.200       1.067       14.267 
    N1[12].N2[233].TR                               tmr_TRIPLICATE1h0_3680                                       2      13.200       1.067       14.267 
    N1[12].N2[232].TR                               tmr_TRIPLICATE1h0_3679                                       2      13.200       1.067       14.267 
    N1[12].N2[231].TR                               tmr_TRIPLICATE1h0_3678                                       2      13.200       1.067       14.267 
    N1[12].N2[230].TR                               tmr_TRIPLICATE1h1_6200                                       2      13.200       1.067       14.267 
    N1[12].N2[229].TR                               tmr_TRIPLICATE1h0_3677                                       2      13.200       1.067       14.267 
    N1[12].N2[228].TR                               tmr_TRIPLICATE1h0_3676                                       2      13.200       1.067       14.267 
    N1[12].N2[227].TR                               tmr_TRIPLICATE1h1_6199                                       2      13.200       1.067       14.267 
    N1[12].N2[226].TR                               tmr_TRIPLICATE1h1_6198                                       2      13.200       1.067       14.267 
    N1[12].N2[225].TR                               tmr_TRIPLICATE1h1_6197                                       2      13.200       1.067       14.267 
    N1[12].N2[224].TR                               tmr_TRIPLICATE1h1_6196                                       2      13.200       1.067       14.267 
    N1[12].N2[223].TR                               tmr_TRIPLICATE1h0_3675                                       2      13.200       1.067       14.267 
    N1[12].N2[222].TR                               tmr_TRIPLICATE1h1_6195                                       2      13.200       1.067       14.267 
    N1[12].N2[221].TR                               tmr_TRIPLICATE1h0_3674                                       2      13.200       1.067       14.267 
    N1[12].N2[220].TR                               tmr_TRIPLICATE1h1_6194                                       2      13.200       1.067       14.267 
    N1[12].N2[219].TR                               tmr_TRIPLICATE1h1_6193                                       2      13.200       1.067       14.267 
    N1[12].N2[218].TR                               tmr_TRIPLICATE1h1_6192                                       2      13.200       1.067       14.267 
    N1[12].N2[217].TR                               tmr_TRIPLICATE1h1_6191                                       2      13.200       1.067       14.267 
    N1[12].N2[216].TR                               tmr_TRIPLICATE1h0_3673                                       2      13.200       1.067       14.267 
    N1[12].N2[215].TR                               tmr_TRIPLICATE1h0_3672                                       2      13.200       1.067       14.267 
    N1[12].N2[214].TR                               tmr_TRIPLICATE1h1_6190                                       2      13.200       1.067       14.267 
    N1[12].N2[213].TR                               tmr_TRIPLICATE1h1_6189                                       2      13.200       1.067       14.267 
    N1[12].N2[212].TR                               tmr_TRIPLICATE1h1_6188                                       2      13.200       1.067       14.267 
    N1[12].N2[211].TR                               tmr_TRIPLICATE1h1_6187                                       2      13.200       1.067       14.267 
    N1[12].N2[210].TR                               tmr_TRIPLICATE1h1_6186                                       2      13.200       1.067       14.267 
    N1[12].N2[209].TR                               tmr_TRIPLICATE1h1_6185                                       2      13.200       1.067       14.267 
    N1[12].N2[208].TR                               tmr_TRIPLICATE1h1_6184                                       2      13.200       1.067       14.267 
    N1[12].N2[207].TR                               tmr_TRIPLICATE1h1_6183                                       2      13.200       1.067       14.267 
    N1[12].N2[206].TR                               tmr_TRIPLICATE1h0_3671                                       2      13.200       1.067       14.267 
    N1[12].N2[205].TR                               tmr_TRIPLICATE1h1_6182                                       2      13.200       1.067       14.267 
    N1[12].N2[204].TR                               tmr_TRIPLICATE1h1_6181                                       2      13.200       1.067       14.267 
    N1[12].N2[203].TR                               tmr_TRIPLICATE1h0_3670                                       2      13.200       1.067       14.267 
    N1[12].N2[202].TR                               tmr_TRIPLICATE1h0_3669                                       2      13.200       1.067       14.267 
    N1[12].N2[201].TR                               tmr_TRIPLICATE1h1_6180                                       2      13.200       1.067       14.267 
    N1[12].N2[200].TR                               tmr_TRIPLICATE1h0_3668                                       2      13.200       1.067       14.267 
    N1[12].N2[199].TR                               tmr_TRIPLICATE1h0_3667                                       2      13.200       1.067       14.267 
    N1[12].N2[198].TR                               tmr_TRIPLICATE1h0_3666                                       2      13.200       1.067       14.267 
    N1[12].N2[197].TR                               tmr_TRIPLICATE1h0_3665                                       2      13.200       1.067       14.267 
    N1[12].N2[196].TR                               tmr_TRIPLICATE1h1_6179                                       2      13.200       1.067       14.267 
    N1[12].N2[195].TR                               tmr_TRIPLICATE1h1_6178                                       2      13.200       1.067       14.267 
    N1[12].N2[194].TR                               tmr_TRIPLICATE1h0_3664                                       2      13.200       1.067       14.267 
    N1[12].N2[193].TR                               tmr_TRIPLICATE1h0_3663                                       2      13.200       1.067       14.267 
    N1[12].N2[192].TR                               tmr_TRIPLICATE1h0_3662                                       2      13.200       1.067       14.267 
    N1[12].N2[191].TR                               tmr_TRIPLICATE1h1_6177                                       2      13.200       1.067       14.267 
    N1[12].N2[190].TR                               tmr_TRIPLICATE1h1_6176                                       2      13.200       1.067       14.267 
    N1[12].N2[189].TR                               tmr_TRIPLICATE1h0_3661                                       2      13.200       1.067       14.267 
    N1[12].N2[188].TR                               tmr_TRIPLICATE1h1_6175                                       2      13.200       1.067       14.267 
    N1[12].N2[187].TR                               tmr_TRIPLICATE1h0_3660                                       2      13.200       1.067       14.267 
    N1[12].N2[186].TR                               tmr_TRIPLICATE1h1_6174                                       2      13.200       1.067       14.267 
    N1[12].N2[185].TR                               tmr_TRIPLICATE1h1_6173                                       2      13.200       1.067       14.267 
    N1[12].N2[184].TR                               tmr_TRIPLICATE1h1_6172                                       2      13.200       1.067       14.267 
    N1[12].N2[183].TR                               tmr_TRIPLICATE1h0_3659                                       2      13.200       1.067       14.267 
    N1[12].N2[182].TR                               tmr_TRIPLICATE1h1_6171                                       2      13.200       1.067       14.267 
    N1[12].N2[181].TR                               tmr_TRIPLICATE1h1_6170                                       2      13.200       1.067       14.267 
    N1[12].N2[180].TR                               tmr_TRIPLICATE1h1_6169                                       2      13.200       1.067       14.267 
    N1[12].N2[179].TR                               tmr_TRIPLICATE1h1_6168                                       2      13.200       1.067       14.267 
    N1[12].N2[178].TR                               tmr_TRIPLICATE1h0_3658                                       2      13.200       1.067       14.267 
    N1[12].N2[177].TR                               tmr_TRIPLICATE1h1_6167                                       2      13.200       1.067       14.267 
    N1[12].N2[176].TR                               tmr_TRIPLICATE1h0_3657                                       2      13.200       1.067       14.267 
    N1[12].N2[175].TR                               tmr_TRIPLICATE1h0_3656                                       2      13.200       1.067       14.267 
    N1[12].N2[174].TR                               tmr_TRIPLICATE1h0_3655                                       2      13.200       1.067       14.267 
    N1[12].N2[173].TR                               tmr_TRIPLICATE1h1_6166                                       2      13.200       1.067       14.267 
    N1[12].N2[172].TR                               tmr_TRIPLICATE1h1_6165                                       2      13.200       1.067       14.267 
    N1[12].N2[171].TR                               tmr_TRIPLICATE1h0_3654                                       2      13.200       1.067       14.267 
    N1[12].N2[170].TR                               tmr_TRIPLICATE1h1_6164                                       2      13.200       1.067       14.267 
    N1[12].N2[169].TR                               tmr_TRIPLICATE1h1_6163                                       2      13.200       1.067       14.267 
    N1[12].N2[168].TR                               tmr_TRIPLICATE1h1_6162                                       2      13.200       1.067       14.267 
    N1[12].N2[167].TR                               tmr_TRIPLICATE1h1_6161                                       2      13.200       1.067       14.267 
    N1[12].N2[166].TR                               tmr_TRIPLICATE1h1_6160                                       2      13.200       1.067       14.267 
    N1[12].N2[165].TR                               tmr_TRIPLICATE1h1_6159                                       2      13.200       1.067       14.267 
    N1[12].N2[164].TR                               tmr_TRIPLICATE1h1_6158                                       2      13.200       1.067       14.267 
    N1[12].N2[163].TR                               tmr_TRIPLICATE1h1_6157                                       2      13.200       1.067       14.267 
    N1[12].N2[162].TR                               tmr_TRIPLICATE1h1_6156                                       2      13.200       1.067       14.267 
    N1[12].N2[161].TR                               tmr_TRIPLICATE1h1_6155                                       2      13.200       1.067       14.267 
    N1[12].N2[160].TR                               tmr_TRIPLICATE1h1_6154                                       2      13.200       1.067       14.267 
    N1[12].N2[159].TR                               tmr_TRIPLICATE1h0_3653                                       2      13.200       1.067       14.267 
    N1[12].N2[158].TR                               tmr_TRIPLICATE1h0_3652                                       2      13.200       1.067       14.267 
    N1[12].N2[157].TR                               tmr_TRIPLICATE1h0_3651                                       2      13.200       1.067       14.267 
    N1[12].N2[156].TR                               tmr_TRIPLICATE1h1_6153                                       2      13.200       1.067       14.267 
    N1[12].N2[155].TR                               tmr_TRIPLICATE1h0_3650                                       2      13.200       1.067       14.267 
    N1[12].N2[154].TR                               tmr_TRIPLICATE1h1_6152                                       2      13.200       1.067       14.267 
    N1[12].N2[153].TR                               tmr_TRIPLICATE1h1_6151                                       2      13.200       1.067       14.267 
    N1[12].N2[152].TR                               tmr_TRIPLICATE1h0_3649                                       2      13.200       1.067       14.267 
    N1[12].N2[151].TR                               tmr_TRIPLICATE1h1_6150                                       2      13.200       1.067       14.267 
    N1[12].N2[150].TR                               tmr_TRIPLICATE1h0_3648                                       2      13.200       1.067       14.267 
    N1[12].N2[149].TR                               tmr_TRIPLICATE1h0_3647                                       2      13.200       1.067       14.267 
    N1[12].N2[148].TR                               tmr_TRIPLICATE1h1_6149                                       2      13.200       1.067       14.267 
    N1[12].N2[147].TR                               tmr_TRIPLICATE1h0_3646                                       2      13.200       1.067       14.267 
    N1[12].N2[146].TR                               tmr_TRIPLICATE1h1_6148                                       2      13.200       1.067       14.267 
    N1[12].N2[145].TR                               tmr_TRIPLICATE1h1_6147                                       2      13.200       1.067       14.267 
    N1[12].N2[144].TR                               tmr_TRIPLICATE1h0_3645                                       2      13.200       1.067       14.267 
    N1[12].N2[143].TR                               tmr_TRIPLICATE1h0_3644                                       2      13.200       1.067       14.267 
    N1[12].N2[142].TR                               tmr_TRIPLICATE1h0_3643                                       2      13.200       1.067       14.267 
    N1[12].N2[141].TR                               tmr_TRIPLICATE1h0_3642                                       2      13.200       1.067       14.267 
    N1[12].N2[140].TR                               tmr_TRIPLICATE1h1_6146                                       2      13.200       1.067       14.267 
    N1[12].N2[139].TR                               tmr_TRIPLICATE1h0_3641                                       2      13.200       1.067       14.267 
    N1[12].N2[138].TR                               tmr_TRIPLICATE1h1_6145                                       2      13.200       1.067       14.267 
    N1[12].N2[137].TR                               tmr_TRIPLICATE1h0_3640                                       2      13.200       1.067       14.267 
    N1[12].N2[136].TR                               tmr_TRIPLICATE1h0_3639                                       2      13.200       1.067       14.267 
    N1[12].N2[135].TR                               tmr_TRIPLICATE1h1_6144                                       2      13.200       1.067       14.267 
    N1[12].N2[134].TR                               tmr_TRIPLICATE1h0_3638                                       2      13.200       1.067       14.267 
    N1[12].N2[133].TR                               tmr_TRIPLICATE1h1_6143                                       2      13.200       1.067       14.267 
    N1[12].N2[132].TR                               tmr_TRIPLICATE1h0_3637                                       2      13.200       1.067       14.267 
    N1[12].N2[131].TR                               tmr_TRIPLICATE1h1_6142                                       2      13.200       1.067       14.267 
    N1[12].N2[130].TR                               tmr_TRIPLICATE1h0_3636                                       2      13.200       1.067       14.267 
    N1[12].N2[129].TR                               tmr_TRIPLICATE1h1_6141                                       2      13.200       1.067       14.267 
    N1[12].N2[128].TR                               tmr_TRIPLICATE1h1_6140                                       2      13.200       1.067       14.267 
    N1[12].N2[127].TR                               tmr_TRIPLICATE1h0_3635                                       2      13.200       1.067       14.267 
    N1[12].N2[126].TR                               tmr_TRIPLICATE1h0_3634                                       2      13.200       1.067       14.267 
    N1[12].N2[125].TR                               tmr_TRIPLICATE1h0_3633                                       2      13.200       1.067       14.267 
    N1[12].N2[124].TR                               tmr_TRIPLICATE1h1_6139                                       2      13.200       1.067       14.267 
    N1[12].N2[123].TR                               tmr_TRIPLICATE1h1_6138                                       2      13.200       1.067       14.267 
    N1[12].N2[122].TR                               tmr_TRIPLICATE1h1_6137                                       2      13.200       1.067       14.267 
    N1[12].N2[121].TR                               tmr_TRIPLICATE1h0_3632                                       2      13.200       1.067       14.267 
    N1[12].N2[120].TR                               tmr_TRIPLICATE1h1_6136                                       2      13.200       1.067       14.267 
    N1[12].N2[119].TR                               tmr_TRIPLICATE1h1_6135                                       2      13.200       1.067       14.267 
    N1[12].N2[118].TR                               tmr_TRIPLICATE1h1_6134                                       2      13.200       1.067       14.267 
    N1[12].N2[117].TR                               tmr_TRIPLICATE1h0_3631                                       2      13.200       1.067       14.267 
    N1[12].N2[116].TR                               tmr_TRIPLICATE1h1_6133                                       2      13.200       1.067       14.267 
    N1[12].N2[115].TR                               tmr_TRIPLICATE1h0_3630                                       2      13.200       1.067       14.267 
    N1[12].N2[114].TR                               tmr_TRIPLICATE1h0_3629                                       2      13.200       1.067       14.267 
    N1[12].N2[113].TR                               tmr_TRIPLICATE1h1_6132                                       2      13.200       1.067       14.267 
    N1[12].N2[112].TR                               tmr_TRIPLICATE1h0_3628                                       2      13.200       1.067       14.267 
    N1[12].N2[111].TR                               tmr_TRIPLICATE1h1_6131                                       2      13.200       1.067       14.267 
    N1[12].N2[110].TR                               tmr_TRIPLICATE1h0_3627                                       2      13.200       1.067       14.267 
    N1[12].N2[109].TR                               tmr_TRIPLICATE1h1_6130                                       2      13.200       1.067       14.267 
    N1[12].N2[108].TR                               tmr_TRIPLICATE1h1_6129                                       2      13.200       1.067       14.267 
    N1[12].N2[107].TR                               tmr_TRIPLICATE1h1_6128                                       2      13.200       1.067       14.267 
    N1[12].N2[106].TR                               tmr_TRIPLICATE1h0_3626                                       2      13.200       1.067       14.267 
    N1[12].N2[105].TR                               tmr_TRIPLICATE1h0_3625                                       2      13.200       1.067       14.267 
    N1[12].N2[104].TR                               tmr_TRIPLICATE1h0_3624                                       2      13.200       1.067       14.267 
    N1[12].N2[103].TR                               tmr_TRIPLICATE1h0_3623                                       2      13.200       1.067       14.267 
    N1[12].N2[102].TR                               tmr_TRIPLICATE1h0_3622                                       2      13.200       1.067       14.267 
    N1[12].N2[101].TR                               tmr_TRIPLICATE1h1_6127                                       2      13.200       1.067       14.267 
    N1[12].N2[100].TR                               tmr_TRIPLICATE1h0_3621                                       2      13.200       1.067       14.267 
    N1[12].N2[99].TR                                tmr_TRIPLICATE1h0_3620                                       2      13.200       1.067       14.267 
    N1[12].N2[98].TR                                tmr_TRIPLICATE1h1_6126                                       2      13.200       1.067       14.267 
    N1[12].N2[97].TR                                tmr_TRIPLICATE1h1_6125                                       2      13.200       1.067       14.267 
    N1[12].N2[96].TR                                tmr_TRIPLICATE1h0_3619                                       2      13.200       1.067       14.267 
    N1[12].N2[95].TR                                tmr_TRIPLICATE1h1_6124                                       2      13.200       1.067       14.267 
    N1[12].N2[94].TR                                tmr_TRIPLICATE1h0_3618                                       2      13.200       1.067       14.267 
    N1[12].N2[93].TR                                tmr_TRIPLICATE1h1_6123                                       2      13.200       1.067       14.267 
    N1[12].N2[92].TR                                tmr_TRIPLICATE1h1_6122                                       2      13.200       1.067       14.267 
    N1[12].N2[91].TR                                tmr_TRIPLICATE1h1_6121                                       2      13.200       1.067       14.267 
    N1[12].N2[90].TR                                tmr_TRIPLICATE1h1_6120                                       2      13.200       1.067       14.267 
    N1[12].N2[89].TR                                tmr_TRIPLICATE1h0_3617                                       2      13.200       1.067       14.267 
    N1[12].N2[88].TR                                tmr_TRIPLICATE1h1_6119                                       2      13.200       1.067       14.267 
    N1[12].N2[87].TR                                tmr_TRIPLICATE1h0_3616                                       2      13.200       1.067       14.267 
    N1[12].N2[86].TR                                tmr_TRIPLICATE1h1_6118                                       2      13.200       1.067       14.267 
    N1[12].N2[85].TR                                tmr_TRIPLICATE1h1_6117                                       2      13.200       1.067       14.267 
    N1[12].N2[84].TR                                tmr_TRIPLICATE1h1_6116                                       2      13.200       1.067       14.267 
    N1[12].N2[83].TR                                tmr_TRIPLICATE1h0_3615                                       2      13.200       1.067       14.267 
    N1[12].N2[82].TR                                tmr_TRIPLICATE1h1_6115                                       2      13.200       1.067       14.267 
    N1[12].N2[81].TR                                tmr_TRIPLICATE1h1_6114                                       2      13.200       1.067       14.267 
    N1[12].N2[80].TR                                tmr_TRIPLICATE1h0_3614                                       2      13.200       1.067       14.267 
    N1[12].N2[79].TR                                tmr_TRIPLICATE1h0_3613                                       2      13.200       1.067       14.267 
    N1[12].N2[78].TR                                tmr_TRIPLICATE1h1_6113                                       2      13.200       1.067       14.267 
    N1[12].N2[77].TR                                tmr_TRIPLICATE1h0_3612                                       2      13.200       1.067       14.267 
    N1[12].N2[76].TR                                tmr_TRIPLICATE1h1_6112                                       2      13.200       1.067       14.267 
    N1[12].N2[75].TR                                tmr_TRIPLICATE1h1_6111                                       2      13.200       1.067       14.267 
    N1[12].N2[74].TR                                tmr_TRIPLICATE1h1_6110                                       2      13.200       1.067       14.267 
    N1[12].N2[73].TR                                tmr_TRIPLICATE1h1_6109                                       2      13.200       1.067       14.267 
    N1[12].N2[72].TR                                tmr_TRIPLICATE1h1_6108                                       2      13.200       1.067       14.267 
    N1[12].N2[71].TR                                tmr_TRIPLICATE1h1_6107                                       2      13.200       1.067       14.267 
    N1[12].N2[70].TR                                tmr_TRIPLICATE1h1_6106                                       2      13.200       1.067       14.267 
    N1[12].N2[69].TR                                tmr_TRIPLICATE1h0_3611                                       2      13.200       1.067       14.267 
    N1[12].N2[68].TR                                tmr_TRIPLICATE1h1_6105                                       2      13.200       1.067       14.267 
    N1[12].N2[67].TR                                tmr_TRIPLICATE1h0_3610                                       2      13.200       1.067       14.267 
    N1[12].N2[66].TR                                tmr_TRIPLICATE1h0_3609                                       2      13.200       1.067       14.267 
    N1[12].N2[65].TR                                tmr_TRIPLICATE1h0_3608                                       2      13.200       1.067       14.267 
    N1[12].N2[64].TR                                tmr_TRIPLICATE1h1_6104                                       2      13.200       1.067       14.267 
    N1[12].N2[63].TR                                tmr_TRIPLICATE1h0_3607                                       2      13.200       1.067       14.267 
    N1[12].N2[62].TR                                tmr_TRIPLICATE1h1_6103                                       2      13.200       1.067       14.267 
    N1[12].N2[61].TR                                tmr_TRIPLICATE1h1_6102                                       2      13.200       1.067       14.267 
    N1[12].N2[60].TR                                tmr_TRIPLICATE1h1_6101                                       2      13.200       1.067       14.267 
    N1[12].N2[59].TR                                tmr_TRIPLICATE1h0_3606                                       2      13.200       1.067       14.267 
    N1[12].N2[58].TR                                tmr_TRIPLICATE1h0_3605                                       2      13.200       1.067       14.267 
    N1[12].N2[57].TR                                tmr_TRIPLICATE1h1_6100                                       2      13.200       1.067       14.267 
    N1[12].N2[56].TR                                tmr_TRIPLICATE1h1_6099                                       2      13.200       1.067       14.267 
    N1[12].N2[55].TR                                tmr_TRIPLICATE1h1_6098                                       2      13.200       1.067       14.267 
    N1[12].N2[54].TR                                tmr_TRIPLICATE1h1_6097                                       2      13.200       1.067       14.267 
    N1[12].N2[53].TR                                tmr_TRIPLICATE1h0_3604                                       2      13.200       1.067       14.267 
    N1[12].N2[52].TR                                tmr_TRIPLICATE1h0_3603                                       2      13.200       1.067       14.267 
    N1[12].N2[51].TR                                tmr_TRIPLICATE1h1_6096                                       2      13.200       1.067       14.267 
    N1[12].N2[50].TR                                tmr_TRIPLICATE1h1_6095                                       2      13.200       1.067       14.267 
    N1[12].N2[49].TR                                tmr_TRIPLICATE1h1_6094                                       2      13.200       1.067       14.267 
    N1[12].N2[48].TR                                tmr_TRIPLICATE1h1_6093                                       2      13.200       1.067       14.267 
    N1[12].N2[47].TR                                tmr_TRIPLICATE1h0_3602                                       2      13.200       1.067       14.267 
    N1[12].N2[46].TR                                tmr_TRIPLICATE1h1_6092                                       2      13.200       1.067       14.267 
    N1[12].N2[45].TR                                tmr_TRIPLICATE1h1_6091                                       2      13.200       1.067       14.267 
    N1[12].N2[44].TR                                tmr_TRIPLICATE1h1_6090                                       2      13.200       1.067       14.267 
    N1[12].N2[43].TR                                tmr_TRIPLICATE1h1_6089                                       2      13.200       1.067       14.267 
    N1[12].N2[42].TR                                tmr_TRIPLICATE1h1_6088                                       2      13.200       1.067       14.267 
    N1[12].N2[41].TR                                tmr_TRIPLICATE1h0_3601                                       2      13.200       1.067       14.267 
    N1[12].N2[40].TR                                tmr_TRIPLICATE1h0_3600                                       2      13.200       1.067       14.267 
    N1[12].N2[39].TR                                tmr_TRIPLICATE1h1_6087                                       2      13.200       1.067       14.267 
    N1[12].N2[38].TR                                tmr_TRIPLICATE1h0_3599                                       2      13.200       1.067       14.267 
    N1[12].N2[37].TR                                tmr_TRIPLICATE1h1_6086                                       2      13.200       1.067       14.267 
    N1[12].N2[36].TR                                tmr_TRIPLICATE1h0_3598                                       2      13.200       1.067       14.267 
    N1[12].N2[35].TR                                tmr_TRIPLICATE1h0_3597                                       2      13.200       1.067       14.267 
    N1[12].N2[34].TR                                tmr_TRIPLICATE1h1_6085                                       2      13.200       1.067       14.267 
    N1[12].N2[33].TR                                tmr_TRIPLICATE1h1_6084                                       2      13.200       1.067       14.267 
    N1[12].N2[32].TR                                tmr_TRIPLICATE1h1_6083                                       2      13.200       1.067       14.267 
    N1[12].N2[31].TR                                tmr_TRIPLICATE1h1_6082                                       2      13.200       1.067       14.267 
    N1[12].N2[30].TR                                tmr_TRIPLICATE1h1_6081                                       2      13.200       1.067       14.267 
    N1[12].N2[29].TR                                tmr_TRIPLICATE1h1_6080                                       2      13.200       1.067       14.267 
    N1[12].N2[28].TR                                tmr_TRIPLICATE1h1_6079                                       2      13.200       1.067       14.267 
    N1[12].N2[27].TR                                tmr_TRIPLICATE1h1_6078                                       2      13.200       1.067       14.267 
    N1[12].N2[26].TR                                tmr_TRIPLICATE1h1_6077                                       2      13.200       1.067       14.267 
    N1[12].N2[25].TR                                tmr_TRIPLICATE1h0_3596                                       2      13.200       1.067       14.267 
    N1[12].N2[24].TR                                tmr_TRIPLICATE1h1_6076                                       2      13.200       1.067       14.267 
    N1[12].N2[23].TR                                tmr_TRIPLICATE1h0_3595                                       2      13.200       1.067       14.267 
    N1[12].N2[22].TR                                tmr_TRIPLICATE1h1_6075                                       2      13.200       1.067       14.267 
    N1[12].N2[21].TR                                tmr_TRIPLICATE1h1_6074                                       2      13.200       1.067       14.267 
    N1[12].N2[20].TR                                tmr_TRIPLICATE1h1_6073                                       2      13.200       1.067       14.267 
    N1[12].N2[19].TR                                tmr_TRIPLICATE1h1_6072                                       2      13.200       1.067       14.267 
    N1[12].N2[18].TR                                tmr_TRIPLICATE1h1_6071                                       2      13.200       1.067       14.267 
