============================================================
  Generated by:           Genus(TM) Synthesis Solution 21.17-s066_1
  Generated on:           May 23 2023  12:39:44 am
  Module:                 model_baseline
  Technology libraries:   scadv10_cln65gp_lvt_ff_1p1v_m40c 1.0
                          physical_cells 
  Operating conditions:   scadv10_cln65gp_lvt_ff_1p1v_m40c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                      Instance                                            Module                        Cell Count   Cell Area   Net Area    Total Area 
    N1[5].N2[590].TR                                tmr_TRIPLICATE1h1_2902                                       2      13.200       1.067       14.267 
    N1[5].N2[589].TR                                tmr_TRIPLICATE1h0_1707                                       2      13.200       1.067       14.267 
    N1[5].N2[588].TR                                tmr_TRIPLICATE1h1_2901                                       2      13.200       1.067       14.267 
    N1[5].N2[587].TR                                tmr_TRIPLICATE1h1_2900                                       2      13.200       1.067       14.267 
    N1[5].N2[586].TR                                tmr_TRIPLICATE1h0_1706                                       2      13.200       1.067       14.267 
    N1[5].N2[585].TR                                tmr_TRIPLICATE1h1_2899                                       2      13.200       1.067       14.267 
    N1[5].N2[584].TR                                tmr_TRIPLICATE1h1_2898                                       2      13.200       1.067       14.267 
    N1[5].N2[583].TR                                tmr_TRIPLICATE1h1_2897                                       2      13.200       1.067       14.267 
    N1[5].N2[582].TR                                tmr_TRIPLICATE1h0_1705                                       2      13.200       1.067       14.267 
    N1[5].N2[581].TR                                tmr_TRIPLICATE1h1_2896                                       2      13.200       1.067       14.267 
    N1[5].N2[580].TR                                tmr_TRIPLICATE1h1_2895                                       2      13.200       1.067       14.267 
    N1[5].N2[579].TR                                tmr_TRIPLICATE1h1_2894                                       2      13.200       1.067       14.267 
    N1[5].N2[578].TR                                tmr_TRIPLICATE1h0_1704                                       2      13.200       1.067       14.267 
    N1[5].N2[577].TR                                tmr_TRIPLICATE1h1_2893                                       2      13.200       1.067       14.267 
    N1[5].N2[576].TR                                tmr_TRIPLICATE1h0_1703                                       2      13.200       1.067       14.267 
    N1[5].N2[575].TR                                tmr_TRIPLICATE1h0_1702                                       2      13.200       1.067       14.267 
    N1[5].N2[574].TR                                tmr_TRIPLICATE1h1_2892                                       2      14.000       1.067       15.067 
    N1[5].N2[573].TR                                tmr_TRIPLICATE1h0_1701                                       2      13.200       1.067       14.267 
    N1[5].N2[572].TR                                tmr_TRIPLICATE1h1_2891                                       2      13.200       1.067       14.267 
    N1[5].N2[571].TR                                tmr_TRIPLICATE1h0_1700                                       2      13.200       1.067       14.267 
    N1[5].N2[570].TR                                tmr_TRIPLICATE1h0_1699                                       2      13.200       1.067       14.267 
    N1[5].N2[569].TR                                tmr_TRIPLICATE1h1_2890                                       2      13.200       1.067       14.267 
    N1[5].N2[568].TR                                tmr_TRIPLICATE1h1_2889                                       2      14.000       1.067       15.067 
    N1[5].N2[567].TR                                tmr_TRIPLICATE1h1_2888                                       2      13.200       1.067       14.267 
    N1[5].N2[566].TR                                tmr_TRIPLICATE1h0_1698                                       2      13.200       1.067       14.267 
    N1[5].N2[565].TR                                tmr_TRIPLICATE1h1_2887                                       2      14.000       1.067       15.067 
    N1[5].N2[564].TR                                tmr_TRIPLICATE1h1_2886                                       2      13.200       1.067       14.267 
    N1[5].N2[563].TR                                tmr_TRIPLICATE1h1_2885                                       2      14.000       1.067       15.067 
    N1[5].N2[562].TR                                tmr_TRIPLICATE1h0_1697                                       2      13.200       1.067       14.267 
    N1[5].N2[561].TR                                tmr_TRIPLICATE1h1_2884                                       2      13.200       1.067       14.267 
    N1[5].N2[560].TR                                tmr_TRIPLICATE1h0_1696                                       2      13.200       1.067       14.267 
    N1[5].N2[559].TR                                tmr_TRIPLICATE1h1_2883                                       2      13.200       1.067       14.267 
    N1[5].N2[558].TR                                tmr_TRIPLICATE1h1_2882                                       2      13.200       1.067       14.267 
    N1[5].N2[557].TR                                tmr_TRIPLICATE1h0_1695                                       2      13.200       1.067       14.267 
    N1[5].N2[556].TR                                tmr_TRIPLICATE1h1_2881                                       2      13.200       1.067       14.267 
    N1[5].N2[555].TR                                tmr_TRIPLICATE1h1_2880                                       2      14.000       1.067       15.067 
    N1[5].N2[554].TR                                tmr_TRIPLICATE1h1_2879                                       2      13.200       1.067       14.267 
    N1[5].N2[553].TR                                tmr_TRIPLICATE1h1_2878                                       2      13.200       1.067       14.267 
    N1[5].N2[552].TR                                tmr_TRIPLICATE1h1_2877                                       2      13.200       1.067       14.267 
    N1[5].N2[551].TR                                tmr_TRIPLICATE1h1_2876                                       2      13.200       1.067       14.267 
    N1[5].N2[550].TR                                tmr_TRIPLICATE1h1_2875                                       2      13.200       1.067       14.267 
    N1[5].N2[549].TR                                tmr_TRIPLICATE1h0_1694                                       2      13.200       1.067       14.267 
    N1[5].N2[548].TR                                tmr_TRIPLICATE1h1_2874                                       2      13.200       1.067       14.267 
    N1[5].N2[547].TR                                tmr_TRIPLICATE1h1_2873                                       2      13.200       1.067       14.267 
    N1[5].N2[546].TR                                tmr_TRIPLICATE1h1_2872                                       2      13.200       1.067       14.267 
    N1[5].N2[545].TR                                tmr_TRIPLICATE1h1_2871                                       2      13.200       1.067       14.267 
    N1[5].N2[544].TR                                tmr_TRIPLICATE1h0_1693                                       2      13.200       1.067       14.267 
    N1[5].N2[543].TR                                tmr_TRIPLICATE1h1_2870                                       2      13.200       1.067       14.267 
    N1[5].N2[542].TR                                tmr_TRIPLICATE1h1_2869                                       2      13.200       1.067       14.267 
    N1[5].N2[541].TR                                tmr_TRIPLICATE1h1_2868                                       2      13.200       1.067       14.267 
    N1[5].N2[540].TR                                tmr_TRIPLICATE1h0_1692                                       2      13.200       1.067       14.267 
    N1[5].N2[539].TR                                tmr_TRIPLICATE1h1_2867                                       2      13.200       1.067       14.267 
    N1[5].N2[538].TR                                tmr_TRIPLICATE1h0_1691                                       2      13.200       1.067       14.267 
    N1[5].N2[537].TR                                tmr_TRIPLICATE1h0_1690                                       2      13.200       1.067       14.267 
    N1[5].N2[536].TR                                tmr_TRIPLICATE1h1_2866                                       2      13.200       1.067       14.267 
    N1[5].N2[535].TR                                tmr_TRIPLICATE1h1_2865                                       2      13.200       1.067       14.267 
    N1[5].N2[534].TR                                tmr_TRIPLICATE1h0_1689                                       2      13.200       1.067       14.267 
    N1[5].N2[533].TR                                tmr_TRIPLICATE1h0_1688                                       2      13.200       1.067       14.267 
    N1[5].N2[532].TR                                tmr_TRIPLICATE1h0_1687                                       2      13.200       1.067       14.267 
    N1[5].N2[531].TR                                tmr_TRIPLICATE1h1_2864                                       2      13.200       1.067       14.267 
    N1[5].N2[530].TR                                tmr_TRIPLICATE1h1_2863                                       2      13.200       1.067       14.267 
    N1[5].N2[529].TR                                tmr_TRIPLICATE1h1_2862                                       2      13.200       1.067       14.267 
    N1[5].N2[528].TR                                tmr_TRIPLICATE1h1_2861                                       2      13.200       1.067       14.267 
    N1[5].N2[527].TR                                tmr_TRIPLICATE1h1_2860                                       2      13.200       1.067       14.267 
    N1[5].N2[526].TR                                tmr_TRIPLICATE1h1_2859                                       2      14.000       1.067       15.067 
    N1[5].N2[525].TR                                tmr_TRIPLICATE1h1_2858                                       2      13.200       1.067       14.267 
    N1[5].N2[524].TR                                tmr_TRIPLICATE1h1_2857                                       2      13.200       1.067       14.267 
    N1[5].N2[523].TR                                tmr_TRIPLICATE1h1_2856                                       2      13.200       1.067       14.267 
    N1[5].N2[522].TR                                tmr_TRIPLICATE1h0_1686                                       2      13.200       1.067       14.267 
    N1[5].N2[521].TR                                tmr_TRIPLICATE1h0_1685                                       2      13.200       1.067       14.267 
    N1[5].N2[520].TR                                tmr_TRIPLICATE1h0_1684                                       2      13.200       1.067       14.267 
    N1[5].N2[519].TR                                tmr_TRIPLICATE1h1_2855                                       2      13.200       1.067       14.267 
    N1[5].N2[518].TR                                tmr_TRIPLICATE1h1_2854                                       2      13.200       1.067       14.267 
    N1[5].N2[517].TR                                tmr_TRIPLICATE1h1_2853                                       2      13.200       1.067       14.267 
    N1[5].N2[516].TR                                tmr_TRIPLICATE1h1_2852                                       2      13.200       1.067       14.267 
    N1[5].N2[515].TR                                tmr_TRIPLICATE1h0_1683                                       2      13.200       1.067       14.267 
    N1[5].N2[514].TR                                tmr_TRIPLICATE1h1_2851                                       2      13.200       1.067       14.267 
    N1[5].N2[513].TR                                tmr_TRIPLICATE1h0_1682                                       2      13.200       1.067       14.267 
    N1[5].N2[512].TR                                tmr_TRIPLICATE1h0_1681                                       2      13.200       1.067       14.267 
    N1[5].N2[511].TR                                tmr_TRIPLICATE1h0_1680                                       2      13.200       1.067       14.267 
    N1[5].N2[510].TR                                tmr_TRIPLICATE1h1_2850                                       2      14.000       1.067       15.067 
    N1[5].N2[509].TR                                tmr_TRIPLICATE1h0_1679                                       2      13.200       1.067       14.267 
    N1[5].N2[508].TR                                tmr_TRIPLICATE1h0_1678                                       2      13.200       1.067       14.267 
    N1[5].N2[507].TR                                tmr_TRIPLICATE1h0_1677                                       2      13.200       1.067       14.267 
    N1[5].N2[506].TR                                tmr_TRIPLICATE1h1_2849                                       2      13.200       1.067       14.267 
    N1[5].N2[505].TR                                tmr_TRIPLICATE1h0_1676                                       2      13.200       1.067       14.267 
    N1[5].N2[504].TR                                tmr_TRIPLICATE1h0_1675                                       2      13.200       1.067       14.267 
    N1[5].N2[503].TR                                tmr_TRIPLICATE1h1_2848                                       2      13.200       1.067       14.267 
    N1[5].N2[502].TR                                tmr_TRIPLICATE1h1_2847                                       2      13.200       1.067       14.267 
    N1[5].N2[501].TR                                tmr_TRIPLICATE1h1_2846                                       2      13.200       1.067       14.267 
    N1[5].N2[500].TR                                tmr_TRIPLICATE1h0_1674                                       2      13.200       1.067       14.267 
    N1[5].N2[499].TR                                tmr_TRIPLICATE1h1_2845                                       2      13.200       1.067       14.267 
    N1[5].N2[498].TR                                tmr_TRIPLICATE1h1_2844                                       2      14.000       1.067       15.067 
    N1[5].N2[497].TR                                tmr_TRIPLICATE1h1_2843                                       2      13.200       1.067       14.267 
    N1[5].N2[496].TR                                tmr_TRIPLICATE1h1_2842                                       2      13.200       1.067       14.267 
    N1[5].N2[495].TR                                tmr_TRIPLICATE1h0_1673                                       2      13.200       1.067       14.267 
    N1[5].N2[494].TR                                tmr_TRIPLICATE1h1_2841                                       2      13.200       1.067       14.267 
    N1[5].N2[493].TR                                tmr_TRIPLICATE1h1_2840                                       2      13.200       1.067       14.267 
    N1[5].N2[492].TR                                tmr_TRIPLICATE1h1_2839                                       2      13.200       1.067       14.267 
    N1[5].N2[491].TR                                tmr_TRIPLICATE1h0_1672                                       2      13.200       1.067       14.267 
    N1[5].N2[490].TR                                tmr_TRIPLICATE1h1_2838                                       2      14.000       1.067       15.067 
    N1[5].N2[489].TR                                tmr_TRIPLICATE1h0_1671                                       2      13.200       1.067       14.267 
    N1[5].N2[488].TR                                tmr_TRIPLICATE1h1_2837                                       2      13.200       1.067       14.267 
    N1[5].N2[487].TR                                tmr_TRIPLICATE1h1_2836                                       2      13.200       1.067       14.267 
    N1[5].N2[486].TR                                tmr_TRIPLICATE1h0_1670                                       2      13.200       1.067       14.267 
    N1[5].N2[485].TR                                tmr_TRIPLICATE1h1_2835                                       2      13.200       1.067       14.267 
    N1[5].N2[484].TR                                tmr_TRIPLICATE1h0_1669                                       2      13.200       1.067       14.267 
    N1[5].N2[483].TR                                tmr_TRIPLICATE1h0_1668                                       2      13.200       1.067       14.267 
    N1[5].N2[482].TR                                tmr_TRIPLICATE1h1_2834                                       2      13.200       1.067       14.267 
    N1[5].N2[481].TR                                tmr_TRIPLICATE1h0_1667                                       2      13.200       1.067       14.267 
    N1[5].N2[480].TR                                tmr_TRIPLICATE1h0_1666                                       2      13.200       1.067       14.267 
    N1[5].N2[479].TR                                tmr_TRIPLICATE1h1_2833                                       2      13.200       1.067       14.267 
    N1[5].N2[478].TR                                tmr_TRIPLICATE1h0_1665                                       2      13.200       1.067       14.267 
    N1[5].N2[477].TR                                tmr_TRIPLICATE1h0_1664                                       2      13.200       1.067       14.267 
    N1[5].N2[476].TR                                tmr_TRIPLICATE1h0_1663                                       2      13.200       1.067       14.267 
    N1[5].N2[475].TR                                tmr_TRIPLICATE1h1_2832                                       2      13.200       1.067       14.267 
    N1[5].N2[474].TR                                tmr_TRIPLICATE1h0_1662                                       2      13.200       1.067       14.267 
    N1[5].N2[473].TR                                tmr_TRIPLICATE1h1_2831                                       2      14.000       1.067       15.067 
    N1[5].N2[472].TR                                tmr_TRIPLICATE1h1_2830                                       2      13.200       1.067       14.267 
    N1[5].N2[471].TR                                tmr_TRIPLICATE1h0_1661                                       2      13.200       1.067       14.267 
    N1[5].N2[470].TR                                tmr_TRIPLICATE1h0_1660                                       2      13.200       1.067       14.267 
    N1[5].N2[469].TR                                tmr_TRIPLICATE1h0_1659                                       2      13.200       1.067       14.267 
    N1[5].N2[468].TR                                tmr_TRIPLICATE1h1_2829                                       2      13.200       1.067       14.267 
    N1[5].N2[467].TR                                tmr_TRIPLICATE1h1_2828                                       2      13.200       1.067       14.267 
    N1[5].N2[466].TR                                tmr_TRIPLICATE1h1_2827                                       2      13.200       1.067       14.267 
    N1[5].N2[465].TR                                tmr_TRIPLICATE1h1_2826                                       2      13.200       1.067       14.267 
    N1[5].N2[464].TR                                tmr_TRIPLICATE1h1_2825                                       2      13.200       1.067       14.267 
    N1[5].N2[463].TR                                tmr_TRIPLICATE1h1_2824                                       2      13.200       1.067       14.267 
    N1[5].N2[462].TR                                tmr_TRIPLICATE1h1_2823                                       2      13.200       1.067       14.267 
    N1[5].N2[461].TR                                tmr_TRIPLICATE1h0_1658                                       2      13.200       1.067       14.267 
    N1[5].N2[460].TR                                tmr_TRIPLICATE1h0_1657                                       2      13.200       1.067       14.267 
    N1[5].N2[459].TR                                tmr_TRIPLICATE1h0_1656                                       2      13.200       1.067       14.267 
    N1[5].N2[458].TR                                tmr_TRIPLICATE1h1_2822                                       2      13.200       1.067       14.267 
    N1[5].N2[457].TR                                tmr_TRIPLICATE1h0_1655                                       2      13.200       1.067       14.267 
    N1[5].N2[456].TR                                tmr_TRIPLICATE1h1_2821                                       2      13.200       1.067       14.267 
    N1[5].N2[455].TR                                tmr_TRIPLICATE1h1_2820                                       2      13.200       1.067       14.267 
    N1[5].N2[454].TR                                tmr_TRIPLICATE1h1_2819                                       2      13.200       1.067       14.267 
    N1[5].N2[453].TR                                tmr_TRIPLICATE1h0_1654                                       2      13.200       1.067       14.267 
    N1[5].N2[452].TR                                tmr_TRIPLICATE1h1_2818                                       2      14.000       1.067       15.067 
    N1[5].N2[451].TR                                tmr_TRIPLICATE1h0_1653                                       2      13.200       1.067       14.267 
    N1[5].N2[450].TR                                tmr_TRIPLICATE1h0_1652                                       2      13.200       1.067       14.267 
    N1[5].N2[449].TR                                tmr_TRIPLICATE1h0_1651                                       2      13.200       1.067       14.267 
    N1[5].N2[448].TR                                tmr_TRIPLICATE1h1_2817                                       2      13.200       1.067       14.267 
    N1[5].N2[447].TR                                tmr_TRIPLICATE1h1_2816                                       2      13.200       1.067       14.267 
    N1[5].N2[446].TR                                tmr_TRIPLICATE1h1_2815                                       2      13.200       1.067       14.267 
    N1[5].N2[445].TR                                tmr_TRIPLICATE1h1_2814                                       2      13.200       1.067       14.267 
    N1[5].N2[444].TR                                tmr_TRIPLICATE1h0_1650                                       2      13.200       1.067       14.267 
    N1[5].N2[443].TR                                tmr_TRIPLICATE1h1_2813                                       2      14.000       1.067       15.067 
    N1[5].N2[442].TR                                tmr_TRIPLICATE1h1_2812                                       2      14.000       1.067       15.067 
    N1[5].N2[441].TR                                tmr_TRIPLICATE1h1_2811                                       2      13.200       1.067       14.267 
    N1[5].N2[440].TR                                tmr_TRIPLICATE1h1_2810                                       2      13.200       1.067       14.267 
    N1[5].N2[439].TR                                tmr_TRIPLICATE1h1_2809                                       2      14.000       1.067       15.067 
    N1[5].N2[438].TR                                tmr_TRIPLICATE1h1_2808                                       2      13.200       1.067       14.267 
    N1[5].N2[437].TR                                tmr_TRIPLICATE1h1_2807                                       2      13.200       1.067       14.267 
    N1[5].N2[436].TR                                tmr_TRIPLICATE1h0_1649                                       2      13.200       1.067       14.267 
    N1[5].N2[435].TR                                tmr_TRIPLICATE1h1_2806                                       2      14.000       1.067       15.067 
    N1[5].N2[434].TR                                tmr_TRIPLICATE1h1_2805                                       2      13.200       1.067       14.267 
    N1[5].N2[433].TR                                tmr_TRIPLICATE1h1_2804                                       2      13.200       1.067       14.267 
    N1[5].N2[432].TR                                tmr_TRIPLICATE1h1_2803                                       2      13.200       1.067       14.267 
    N1[5].N2[431].TR                                tmr_TRIPLICATE1h1_2802                                       2      14.000       1.067       15.067 
    N1[5].N2[430].TR                                tmr_TRIPLICATE1h0_1648                                       2      13.200       1.067       14.267 
    N1[5].N2[429].TR                                tmr_TRIPLICATE1h0_1647                                       2      13.200       1.067       14.267 
    N1[5].N2[428].TR                                tmr_TRIPLICATE1h1_2801                                       2      13.200       1.067       14.267 
    N1[5].N2[427].TR                                tmr_TRIPLICATE1h0_1646                                       2      13.200       1.067       14.267 
    N1[5].N2[426].TR                                tmr_TRIPLICATE1h1_2800                                       2      13.200       1.067       14.267 
    N1[5].N2[425].TR                                tmr_TRIPLICATE1h1_2799                                       2      13.200       1.067       14.267 
    N1[5].N2[424].TR                                tmr_TRIPLICATE1h1_2798                                       2      13.200       1.067       14.267 
    N1[5].N2[423].TR                                tmr_TRIPLICATE1h1_2797                                       2      13.200       1.067       14.267 
    N1[5].N2[422].TR                                tmr_TRIPLICATE1h1_2796                                       2      13.200       1.067       14.267 
    N1[5].N2[421].TR                                tmr_TRIPLICATE1h1_2795                                       2      13.200       1.067       14.267 
    N1[5].N2[420].TR                                tmr_TRIPLICATE1h0_1645                                       2      13.200       1.067       14.267 
    N1[5].N2[419].TR                                tmr_TRIPLICATE1h1_2794                                       2      14.000       1.067       15.067 
    N1[5].N2[418].TR                                tmr_TRIPLICATE1h1_2793                                       2      13.200       1.067       14.267 
    N1[5].N2[417].TR                                tmr_TRIPLICATE1h1_2792                                       2      13.200       1.067       14.267 
    N1[5].N2[416].TR                                tmr_TRIPLICATE1h1_2791                                       2      13.200       1.067       14.267 
    N1[5].N2[415].TR                                tmr_TRIPLICATE1h1_2790                                       2      13.200       1.067       14.267 
    N1[5].N2[414].TR                                tmr_TRIPLICATE1h1_2789                                       2      13.200       1.067       14.267 
    N1[5].N2[413].TR                                tmr_TRIPLICATE1h0_1644                                       2      13.200       1.067       14.267 
    N1[5].N2[412].TR                                tmr_TRIPLICATE1h0_1643                                       2      13.200       1.067       14.267 
    N1[5].N2[411].TR                                tmr_TRIPLICATE1h1_2788                                       2      13.200       1.067       14.267 
    N1[5].N2[410].TR                                tmr_TRIPLICATE1h0_1642                                       2      13.200       1.067       14.267 
    N1[5].N2[409].TR                                tmr_TRIPLICATE1h1_2787                                       2      13.200       1.067       14.267 
    N1[5].N2[408].TR                                tmr_TRIPLICATE1h0_1641                                       2      13.200       1.067       14.267 
    N1[5].N2[407].TR                                tmr_TRIPLICATE1h0_1640                                       2      13.200       1.067       14.267 
    N1[5].N2[406].TR                                tmr_TRIPLICATE1h1_2786                                       2      13.200       1.067       14.267 
    N1[5].N2[405].TR                                tmr_TRIPLICATE1h1_2785                                       2      13.200       1.067       14.267 
    N1[5].N2[404].TR                                tmr_TRIPLICATE1h0_1639                                       2      13.200       1.067       14.267 
    N1[5].N2[403].TR                                tmr_TRIPLICATE1h0_1638                                       2      13.200       1.067       14.267 
    N1[5].N2[402].TR                                tmr_TRIPLICATE1h1_2784                                       2      13.200       1.067       14.267 
    N1[5].N2[401].TR                                tmr_TRIPLICATE1h0_1637                                       2      13.200       1.067       14.267 
    N1[5].N2[400].TR                                tmr_TRIPLICATE1h1_2783                                       2      13.200       1.067       14.267 
    N1[5].N2[399].TR                                tmr_TRIPLICATE1h0_1636                                       2      13.200       1.067       14.267 
    N1[5].N2[398].TR                                tmr_TRIPLICATE1h0_1635                                       2      13.200       1.067       14.267 
    N1[5].N2[397].TR                                tmr_TRIPLICATE1h1_2782                                       2      13.200       1.067       14.267 
    N1[5].N2[396].TR                                tmr_TRIPLICATE1h1_2781                                       2      13.200       1.067       14.267 
    N1[5].N2[395].TR                                tmr_TRIPLICATE1h0_1634                                       2      13.200       1.067       14.267 
    N1[5].N2[394].TR                                tmr_TRIPLICATE1h0_1633                                       2      13.200       1.067       14.267 
    N1[5].N2[393].TR                                tmr_TRIPLICATE1h0_1632                                       2      13.200       1.067       14.267 
    N1[5].N2[392].TR                                tmr_TRIPLICATE1h1_2780                                       2      13.200       1.067       14.267 
    N1[5].N2[391].TR                                tmr_TRIPLICATE1h0_1631                                       2      13.200       1.067       14.267 
    N1[5].N2[390].TR                                tmr_TRIPLICATE1h0_1630                                       2      13.200       1.067       14.267 
    N1[5].N2[389].TR                                tmr_TRIPLICATE1h1_2779                                       2      13.200       1.067       14.267 
    N1[5].N2[388].TR                                tmr_TRIPLICATE1h1_2778                                       2      13.200       1.067       14.267 
    N1[5].N2[387].TR                                tmr_TRIPLICATE1h1_2777                                       2      13.200       1.067       14.267 
    N1[5].N2[386].TR                                tmr_TRIPLICATE1h0_1629                                       2      13.200       1.067       14.267 
    N1[5].N2[385].TR                                tmr_TRIPLICATE1h0_1628                                       2      13.200       1.067       14.267 
    N1[5].N2[384].TR                                tmr_TRIPLICATE1h1_2776                                       2      13.200       1.067       14.267 
    N1[5].N2[383].TR                                tmr_TRIPLICATE1h1_2775                                       2      13.200       1.067       14.267 
    N1[5].N2[382].TR                                tmr_TRIPLICATE1h1_2774                                       2      13.200       1.067       14.267 
    N1[5].N2[381].TR                                tmr_TRIPLICATE1h1_2773                                       2      13.200       1.067       14.267 
    N1[5].N2[380].TR                                tmr_TRIPLICATE1h0_1627                                       2      13.200       1.067       14.267 
    N1[5].N2[379].TR                                tmr_TRIPLICATE1h1_2772                                       2      13.200       1.067       14.267 
    N1[5].N2[378].TR                                tmr_TRIPLICATE1h0_1626                                       2      13.200       1.067       14.267 
    N1[5].N2[377].TR                                tmr_TRIPLICATE1h1_2771                                       2      13.200       1.067       14.267 
    N1[5].N2[376].TR                                tmr_TRIPLICATE1h0_1625                                       2      13.200       1.067       14.267 
    N1[5].N2[375].TR                                tmr_TRIPLICATE1h1_2770                                       2      13.200       1.067       14.267 
    N1[5].N2[374].TR                                tmr_TRIPLICATE1h1_2769                                       2      13.200       1.067       14.267 
    N1[5].N2[373].TR                                tmr_TRIPLICATE1h1_2768                                       2      13.200       1.067       14.267 
    N1[5].N2[372].TR                                tmr_TRIPLICATE1h0_1624                                       2      13.200       1.067       14.267 
    N1[5].N2[371].TR                                tmr_TRIPLICATE1h0_1623                                       2      13.200       1.067       14.267 
    N1[5].N2[370].TR                                tmr_TRIPLICATE1h0_1622                                       2      13.200       1.067       14.267 
    N1[5].N2[369].TR                                tmr_TRIPLICATE1h0_1621                                       2      13.200       1.067       14.267 
    N1[5].N2[368].TR                                tmr_TRIPLICATE1h0_1620                                       2      13.200       1.067       14.267 
    N1[5].N2[367].TR                                tmr_TRIPLICATE1h1_2767                                       2      13.200       1.067       14.267 
    N1[5].N2[366].TR                                tmr_TRIPLICATE1h1_2766                                       2      13.200       1.067       14.267 
    N1[5].N2[365].TR                                tmr_TRIPLICATE1h0_1619                                       2      13.200       1.067       14.267 
    N1[5].N2[364].TR                                tmr_TRIPLICATE1h1_2765                                       2      13.200       1.067       14.267 
    N1[5].N2[363].TR                                tmr_TRIPLICATE1h1_2764                                       2      13.200       1.067       14.267 
    N1[5].N2[362].TR                                tmr_TRIPLICATE1h0_1618                                       2      13.200       1.067       14.267 
    N1[5].N2[361].TR                                tmr_TRIPLICATE1h1_2763                                       2      13.200       1.067       14.267 
    N1[5].N2[360].TR                                tmr_TRIPLICATE1h1_2762                                       2      14.000       1.067       15.067 
    N1[5].N2[359].TR                                tmr_TRIPLICATE1h1_2761                                       2      14.000       1.067       15.067 
    N1[5].N2[358].TR                                tmr_TRIPLICATE1h0_1617                                       2      13.200       1.067       14.267 
    N1[5].N2[357].TR                                tmr_TRIPLICATE1h1_2760                                       2      13.200       1.067       14.267 
    N1[5].N2[356].TR                                tmr_TRIPLICATE1h1_2759                                       2      13.200       1.067       14.267 
    N1[5].N2[355].TR                                tmr_TRIPLICATE1h0_1616                                       2      13.200       1.067       14.267 
    N1[5].N2[354].TR                                tmr_TRIPLICATE1h1_2758                                       2      14.000       1.067       15.067 
    N1[5].N2[353].TR                                tmr_TRIPLICATE1h0_1615                                       2      13.200       1.067       14.267 
    N1[5].N2[352].TR                                tmr_TRIPLICATE1h1_2757                                       2      13.200       1.067       14.267 
    N1[5].N2[351].TR                                tmr_TRIPLICATE1h1_2756                                       2      13.200       1.067       14.267 
    N1[5].N2[350].TR                                tmr_TRIPLICATE1h0_1614                                       2      13.200       1.067       14.267 
    N1[5].N2[349].TR                                tmr_TRIPLICATE1h1_2755                                       2      13.200       1.067       14.267 
    N1[5].N2[348].TR                                tmr_TRIPLICATE1h0_1613                                       2      13.200       1.067       14.267 
    N1[5].N2[347].TR                                tmr_TRIPLICATE1h1_2754                                       2      13.200       1.067       14.267 
    N1[5].N2[346].TR                                tmr_TRIPLICATE1h0_1612                                       2      13.200       1.067       14.267 
    N1[5].N2[345].TR                                tmr_TRIPLICATE1h1_2753                                       2      13.200       1.067       14.267 
    N1[5].N2[344].TR                                tmr_TRIPLICATE1h0_1611                                       2      13.200       1.067       14.267 
    N1[5].N2[343].TR                                tmr_TRIPLICATE1h1_2752                                       2      13.200       1.067       14.267 
    N1[5].N2[342].TR                                tmr_TRIPLICATE1h1_2751                                       2      14.000       1.067       15.067 
    N1[5].N2[341].TR                                tmr_TRIPLICATE1h0_1610                                       2      13.200       1.067       14.267 
    N1[5].N2[340].TR                                tmr_TRIPLICATE1h1_2750                                       2      13.200       1.067       14.267 
    N1[5].N2[339].TR                                tmr_TRIPLICATE1h0_1609                                       2      13.200       1.067       14.267 
    N1[5].N2[338].TR                                tmr_TRIPLICATE1h0_1608                                       2      13.200       1.067       14.267 
    N1[5].N2[337].TR                                tmr_TRIPLICATE1h1_2749                                       2      13.200       1.067       14.267 
    N1[5].N2[336].TR                                tmr_TRIPLICATE1h1_2748                                       2      13.200       1.067       14.267 
    N1[5].N2[335].TR                                tmr_TRIPLICATE1h0_1607                                       2      13.200       1.067       14.267 
    N1[5].N2[334].TR                                tmr_TRIPLICATE1h1_2747                                       2      13.200       1.067       14.267 
    N1[5].N2[333].TR                                tmr_TRIPLICATE1h0_1606                                       2      13.200       1.067       14.267 
    N1[5].N2[332].TR                                tmr_TRIPLICATE1h0_1605                                       2      13.200       1.067       14.267 
    N1[5].N2[331].TR                                tmr_TRIPLICATE1h1_2746                                       2      13.200       1.067       14.267 
    N1[5].N2[330].TR                                tmr_TRIPLICATE1h0_1604                                       2      13.200       1.067       14.267 
    N1[5].N2[329].TR                                tmr_TRIPLICATE1h0_1603                                       2      13.200       1.067       14.267 
    N1[5].N2[328].TR                                tmr_TRIPLICATE1h1_2745                                       2      13.200       1.067       14.267 
    N1[5].N2[327].TR                                tmr_TRIPLICATE1h0_1602                                       2      13.200       1.067       14.267 
    N1[5].N2[326].TR                                tmr_TRIPLICATE1h1_2744                                       2      13.200       1.067       14.267 
    N1[5].N2[325].TR                                tmr_TRIPLICATE1h0_1601                                       2      13.200       1.067       14.267 
    N1[5].N2[324].TR                                tmr_TRIPLICATE1h1_2743                                       2      13.200       1.067       14.267 
    N1[5].N2[323].TR                                tmr_TRIPLICATE1h0_1600                                       2      13.200       1.067       14.267 
    N1[5].N2[322].TR                                tmr_TRIPLICATE1h0_1599                                       2      13.200       1.067       14.267 
    N1[5].N2[321].TR                                tmr_TRIPLICATE1h1_2742                                       2      13.200       1.067       14.267 
